Максим,1668574325,/hi
Максим,1668574325,/help
Максим,1668574325,/sum
Максим,1668574325,/sum 2 3
Максим,1668574325,/diff 3 2
Максим,1668574325,/help
Максим,1668574325,/sum 2 3
Максим,1668574325,/diff 3 4
Максим,1668574325,/multi 3 6
Максим,1668574325,/div 9 3
Максим,1668574325,/sum 2.3 4.3
Максим,1668574325,/sum 2.3 4.5
Максим,1668574325,/div 6 5
Максим,1668574325,/sum 2 3
Максим,1668574325,/hi
Максим,1668574325,/div 12 3
Максим,1668574325,/sum 2 3
Максим,1668574325,/sum 300 300
Максим,1668574325,/sum 15 285
Максим,1668574325,/sum 1 299
